timestamp,server_id,cpu_percent,memory_percent,disk_percent,availability_percent,active_alert
2026-07-02T12:00,SRV-045,60.4,29.7,86.5,99.9,None
2026-07-02T13:00,SRV-043,52.3,60.6,72.8,99.9,None
2026-07-02T14:00,SRV-060,37.8,41.4,83.2,99.9,None
2026-07-02T15:00,SRV-030,30.0,42.2,68.4,99.9,None
2026-07-02T16:00,SRV-042,29.0,54.8,62.0,99.9,None
2026-07-02T17:00,SRV-036,55.0,53.7,74.8,99.9,None
2026-07-02T18:00,SRV-011,35.1,45.4,65.6,99.9,None
2026-07-02T19:00,SRV-033,26.8,51.3,78.2,99.9,None
2026-07-02T20:00,SRV-005,79.7,69.3,51.2,99.9,None
2026-07-02T21:00,SRV-039,37.3,71.7,75.2,99.9,None
2026-07-02T22:00,SRV-031,44.1,72.2,72.5,99.9,None
2026-07-02T23:00,SRV-056,72.2,33.7,64.4,99.9,None
2026-07-03T00:00,SRV-008,59.3,32.9,79.6,99.9,None
2026-07-03T01:00,SRV-037,58.1,46.7,70.3,99.9,None
2026-07-03T02:00,SRV-039,46.7,70.9,53.2,99.9,None
2026-07-03T03:00,SRV-008,43.6,42.6,65.7,99.9,None
2026-07-03T04:00,SRV-005,37.0,47.7,51.4,99.9,None
2026-07-03T05:00,SRV-028,10.3,74.6,62.4,99.9,None
2026-07-03T06:00,SRV-057,60.1,87.6,87.4,99.9,None
2026-07-03T07:00,SRV-031,55.3,62.1,77.3,99.9,None
2026-07-03T08:00,SRV-012,39.4,62.9,73.4,99.9,None
2026-07-03T09:00,SRV-021,59.8,63.1,60.8,99.9,None
2026-07-03T10:00,SRV-015,9.6,61.0,62.5,99.9,None
2026-07-03T11:00,SRV-007,41.4,43.9,82.3,99.9,None
2026-07-03T12:00,SRV-018,56.4,45.1,66.8,99.9,None
2026-07-03T13:00,SRV-011,22.6,45.4,61.4,99.9,None
2026-07-03T14:00,SRV-020,47.3,85.1,78.7,99.9,None
2026-07-03T15:00,SRV-025,60.6,47.0,58.8,99.9,None
2026-07-03T16:00,SRV-022,64.7,64.5,65.5,99.9,None
2026-07-03T17:00,SRV-004,39.8,39.3,64.9,99.9,None
2026-07-03T18:00,SRV-037,80.9,61.5,77.0,99.9,None
2026-07-03T19:00,SRV-007,18.3,52.7,53.7,99.9,None
2026-07-03T20:00,SRV-034,38.3,70.0,61.0,99.9,None
2026-07-03T21:00,SRV-033,27.5,60.1,58.1,99.9,None
2026-07-03T22:00,SRV-058,55.2,40.5,56.9,99.9,None
2026-07-03T23:00,SRV-059,46.5,78.0,52.4,99.9,None
2026-07-04T00:00,SRV-022,26.5,43.4,68.2,99.9,None
2026-07-04T01:00,SRV-008,32.6,60.7,64.7,99.9,None
2026-07-04T02:00,SRV-029,41.4,41.3,50.9,99.9,None
2026-07-04T03:00,SRV-041,35.6,72.7,49.1,99.9,None
2026-07-04T04:00,SRV-035,51.4,77.0,84.4,99.9,None
2026-07-04T05:00,SRV-060,12.3,48.7,81.9,99.9,None
2026-07-04T06:00,SRV-017,71.3,45.6,73.3,99.9,None
2026-07-04T07:00,SRV-032,11.0,58.6,60.9,99.9,None
2026-07-04T08:00,SRV-034,51.0,63.8,68.6,99.9,None
2026-07-04T09:00,SRV-022,46.3,58.4,44.7,99.9,None
2026-07-04T10:00,SRV-006,20.2,48.3,90.7,99.9,Disk Capacity
2026-07-04T11:00,SRV-059,39.0,56.8,69.6,99.9,None
2026-07-04T12:00,SRV-048,49.3,36.9,83.4,99.9,None
2026-07-04T13:00,SRV-055,16.2,61.5,72.9,99.9,None
2026-07-04T14:00,SRV-004,35.0,64.2,85.6,99.9,None
2026-07-04T15:00,SRV-015,10.7,64.4,57.6,99.9,None
2026-07-04T16:00,SRV-043,33.8,74.4,68.1,99.9,None
2026-07-04T17:00,SRV-048,11.8,86.4,69.7,99.9,None
2026-07-04T18:00,SRV-009,40.3,55.3,67.8,99.9,None
2026-07-04T19:00,SRV-038,32.8,67.9,72.4,99.9,None
2026-07-04T20:00,SRV-009,73.3,23.4,61.9,99.9,None
2026-07-04T21:00,SRV-008,66.3,58.7,80.6,99.9,None
2026-07-04T22:00,SRV-045,9.0,52.5,75.0,99.9,None
2026-07-04T23:00,SRV-003,8.2,56.9,72.2,99.9,None
2026-07-05T00:00,SRV-014,39.3,48.0,78.0,99.9,None
2026-07-05T01:00,SRV-051,49.0,48.0,66.4,99.9,None
2026-07-05T02:00,SRV-009,48.3,54.9,62.7,99.9,None
2026-07-05T03:00,SRV-037,22.0,58.4,79.2,99.9,None
2026-07-05T04:00,SRV-004,34.8,37.8,36.6,99.9,None
2026-07-05T05:00,SRV-054,28.5,64.4,67.1,99.9,None
2026-07-05T06:00,SRV-019,29.1,61.5,54.1,99.9,None
2026-07-05T07:00,SRV-016,13.0,41.3,60.1,99.9,None
2026-07-05T08:00,SRV-051,48.0,53.2,65.0,99.9,None
2026-07-05T09:00,SRV-003,59.4,42.7,48.7,99.9,None
2026-07-05T10:00,SRV-031,22.2,59.4,77.2,99.9,None
2026-07-05T11:00,SRV-050,24.2,49.0,58.0,99.9,None
2026-07-05T12:00,SRV-016,35.9,75.5,61.4,99.9,None
2026-07-05T13:00,SRV-046,51.6,55.6,63.6,99.9,None
2026-07-05T14:00,SRV-040,62.0,57.9,84.2,99.9,None
2026-07-05T15:00,SRV-035,33.9,72.8,55.7,99.9,None
2026-07-05T16:00,SRV-054,37.2,98.6,71.2,99.9,None
2026-07-05T17:00,SRV-035,40.9,75.4,68.1,99.9,None
2026-07-05T18:00,SRV-017,53.7,70.2,43.3,99.9,None
2026-07-05T19:00,SRV-007,61.7,57.0,77.3,99.9,None
2026-07-05T20:00,SRV-008,18.7,54.4,50.1,99.9,None
2026-07-05T21:00,SRV-037,24.5,35.2,79.3,99.9,None
2026-07-05T22:00,SRV-026,40.1,83.1,88.7,99.9,None
2026-07-05T23:00,SRV-045,24.3,75.1,60.5,99.9,None
2026-07-06T00:00,SRV-035,43.2,45.9,58.0,99.9,None
2026-07-06T01:00,SRV-021,29.0,58.4,56.9,99.9,None
2026-07-06T02:00,SRV-016,57.0,35.7,43.3,99.9,None
2026-07-06T03:00,SRV-032,33.1,66.4,74.6,99.9,None
2026-07-06T04:00,SRV-042,73.9,52.5,100,99.9,Disk Capacity
2026-07-06T05:00,SRV-049,29.0,36.9,83.1,99.9,None
2026-07-06T06:00,SRV-047,42.5,54.0,65.2,99.9,None
2026-07-06T07:00,SRV-034,53.6,72.5,59.7,99.9,None
2026-07-06T08:00,SRV-031,14.0,66.7,76.3,99.9,None
2026-07-06T09:00,SRV-026,39.0,54.4,81.3,99.9,None
2026-07-06T10:00,SRV-017,65.7,71.3,54.8,99.9,None
2026-07-06T11:00,SRV-023,26.6,67.8,89.0,99.9,None
2026-07-06T12:00,SRV-002,45.7,65.2,74.3,99.9,None
2026-07-06T13:00,SRV-003,52.5,63.0,65.9,99.9,None
2026-07-06T14:00,SRV-056,68.1,34.8,53.3,99.9,None
2026-07-06T15:00,SRV-030,23.4,65.9,75.1,99.9,None
2026-07-06T16:00,SRV-002,67.8,66.0,59.5,99.9,None
2026-07-06T17:00,SRV-037,10.1,60.6,77.3,99.9,None
2026-07-06T18:00,SRV-016,55.9,39.8,80.8,99.9,None
2026-07-06T19:00,SRV-007,49.5,90.7,60.4,99.9,None
2026-07-06T20:00,SRV-018,22.6,53.4,51.3,99.9,None
2026-07-06T21:00,SRV-048,26.7,49.1,73.9,99.9,None
2026-07-06T22:00,SRV-027,45.2,67.0,80.4,99.9,None
2026-07-06T23:00,SRV-010,51.9,59.0,69.9,99.9,None
2026-07-07T00:00,SRV-045,34.4,49.7,63.0,99.9,None
2026-07-07T01:00,SRV-004,46.2,70.5,70.3,99.9,None
2026-07-07T02:00,SRV-007,37.2,48.4,61.3,99.9,None
2026-07-07T03:00,SRV-045,43.6,55.1,64.7,99.9,None
2026-07-07T04:00,SRV-050,65.6,62.4,69.6,99.9,None
2026-07-07T05:00,SRV-027,29.0,57.0,63.5,99.9,None
2026-07-07T06:00,SRV-027,65.0,52.9,81.4,99.9,None
2026-07-07T07:00,SRV-002,43.3,74.3,73.2,99.9,None
2026-07-07T08:00,SRV-052,39.4,57.1,70.5,99.9,None
2026-07-07T09:00,SRV-013,30.0,58.1,64.8,99.9,None
2026-07-07T10:00,SRV-011,52.1,63.6,74.0,99.9,None
2026-07-07T11:00,SRV-031,20.5,74.4,56.4,99.9,None
2026-07-07T12:00,SRV-012,65.7,76.5,67.4,99.9,None
2026-07-07T13:00,SRV-018,78.4,56.9,46.7,99.9,None
2026-07-07T14:00,SRV-008,21.5,50.0,72.5,99.9,None
2026-07-07T15:00,SRV-030,41.7,57.5,77.0,99.9,None
2026-07-07T16:00,SRV-010,55.8,35.4,62.4,99.9,None
2026-07-07T17:00,SRV-012,72.5,53.8,72.1,99.9,None
2026-07-07T18:00,SRV-010,35.1,66.7,50.8,99.9,None
2026-07-07T19:00,SRV-047,26.2,77.0,58.9,99.9,None
2026-07-07T20:00,SRV-018,30.6,84.3,72.0,99.9,None
2026-07-07T21:00,SRV-040,22.5,80.2,70.5,99.9,None
2026-07-07T22:00,SRV-041,37.2,63.3,80.0,99.9,None
2026-07-07T23:00,SRV-030,32.6,47.9,61.9,99.9,None
2026-07-08T00:00,SRV-044,71.2,85.2,73.3,99.9,None
2026-07-08T01:00,SRV-008,27.0,52.1,72.3,99.9,None
2026-07-08T02:00,SRV-043,76.5,81.9,41.6,99.9,None
2026-07-08T03:00,SRV-052,32.6,30.0,78.6,99.9,None
2026-07-08T04:00,SRV-045,36.6,78.0,55.9,99.9,None
2026-07-08T05:00,SRV-028,37.8,66.4,42.6,99.9,None
2026-07-08T06:00,SRV-027,56.0,70.0,94.2,99.9,Disk Capacity
2026-07-08T07:00,SRV-018,41.8,53.6,76.6,99.9,None
2026-07-08T08:00,SRV-015,17.6,66.3,100,99.9,Disk Capacity
2026-07-08T09:00,SRV-003,34.7,37.2,69.0,99.9,None
2026-07-08T10:00,SRV-006,37.0,59.7,51.9,99.9,None
2026-07-08T11:00,SRV-060,58.7,72.2,45.3,99.9,None
2026-07-08T12:00,SRV-026,19.3,42.8,73.5,99.9,None
2026-07-08T13:00,SRV-015,50.6,55.9,77.3,99.9,None
2026-07-08T14:00,SRV-029,46.8,56.6,72.7,99.9,None
2026-07-08T15:00,SRV-027,52.7,51.3,79.6,99.9,None
2026-07-08T16:00,SRV-055,48.6,58.3,77.9,99.9,None
2026-07-08T17:00,SRV-048,67.7,59.5,69.6,99.9,None
2026-07-08T18:00,SRV-001,64.0,40.5,70.4,99.9,None
2026-07-08T19:00,SRV-025,42.0,58.1,78.0,99.9,None
2026-07-08T20:00,SRV-026,18.9,63.8,67.3,99.9,None
2026-07-08T21:00,SRV-050,41.0,68.0,23.1,99.9,None
2026-07-08T22:00,SRV-008,40.9,58.6,47.3,99.9,None
2026-07-08T23:00,SRV-037,25.0,58.4,51.1,99.9,None
2026-07-09T00:00,SRV-009,37.2,48.8,46.2,99.9,None
2026-07-09T01:00,SRV-050,51.1,43.3,61.8,99.9,None
2026-07-09T02:00,SRV-003,24.8,70.1,66.9,99.9,None
2026-07-09T03:00,SRV-006,26.9,86.2,59.5,99.9,None
2026-07-09T04:00,SRV-031,59.9,58.0,70.5,99.9,None
2026-07-09T05:00,SRV-054,43.0,75.8,65.5,99.9,None
2026-07-09T06:00,SRV-016,7.3,70.6,66.5,99.9,None
2026-07-09T07:00,SRV-060,28.7,83.5,82.1,99.9,None
2026-07-09T08:00,SRV-043,21.4,44.8,64.3,99.9,None
2026-07-09T09:00,SRV-037,26.9,70.5,65.6,99.9,None
2026-07-09T10:00,SRV-013,20.6,37.6,65.7,99.9,None
2026-07-09T11:00,SRV-049,36.2,59.1,80.4,99.9,None
2026-07-09T12:00,SRV-021,25.3,71.9,60.0,99.9,None
2026-07-09T13:00,SRV-018,33.6,68.4,58.3,99.9,None
2026-07-09T14:00,SRV-004,60.8,68.7,66.2,99.9,None
2026-07-09T15:00,SRV-009,67.7,52.9,53.6,99.9,None
2026-07-09T16:00,SRV-033,47.7,64.7,70.2,99.9,None
2026-07-09T17:00,SRV-019,61.3,66.4,66.6,99.9,None
2026-07-09T18:00,SRV-010,58.2,60.9,78.7,99.9,None
2026-07-09T19:00,SRV-058,28.3,65.1,74.5,99.9,None
2026-07-09T20:00,SRV-041,60.2,55.2,82.9,99.9,None
2026-07-09T21:00,SRV-030,77.1,70.5,69.1,99.9,None
2026-07-09T22:00,SRV-007,65.0,57.1,79.9,99.9,None
2026-07-09T23:00,SRV-008,63.5,44.3,41.9,99.9,None
2026-07-10T00:00,SRV-051,31.1,48.2,58.9,99.9,None
2026-07-10T01:00,SRV-026,36.2,60.9,70.0,99.9,None
2026-07-10T02:00,SRV-012,44.7,69.5,64.7,99.9,None
2026-07-10T03:00,SRV-016,45.3,41.6,66.1,99.9,None
2026-07-10T04:00,SRV-047,70.4,35.4,76.0,99.9,None
2026-07-10T05:00,SRV-060,79.1,54.1,64.8,99.9,None
2026-07-10T06:00,SRV-002,34.1,48.3,56.6,99.9,None
2026-07-10T07:00,SRV-028,38.5,45.8,72.2,99.9,None
2026-07-10T08:00,SRV-050,72.9,37.0,68.3,99.9,None
2026-07-10T09:00,SRV-057,26.4,54.8,75.1,99.9,None
2026-07-10T10:00,SRV-029,31.0,63.1,60.1,99.9,None
2026-07-10T11:00,SRV-007,28.8,48.3,60.5,0,None
2026-07-10T12:00,SRV-032,35.8,31.7,98.8,99.9,Disk Capacity
2026-07-10T13:00,SRV-055,37.1,64.5,75.1,99.9,None
2026-07-10T14:00,SRV-027,100,86.2,61.0,99.9,High CPU
2026-07-10T15:00,SRV-007,39.7,58.0,61.8,99.9,None
2026-07-10T16:00,SRV-012,1,85.2,44.8,99.9,None
2026-07-10T17:00,SRV-025,39.9,89.9,56.9,99.9,None
2026-07-10T18:00,SRV-010,50.9,48.5,92.3,99.9,Disk Capacity
2026-07-10T19:00,SRV-057,61.0,87.3,67.7,99.9,None
2026-07-10T20:00,SRV-055,59.8,36.0,64.4,99.9,None
2026-07-10T21:00,SRV-011,61.4,39.1,59.9,99.9,None
2026-07-10T22:00,SRV-003,6.3,76.2,71.5,99.9,None
2026-07-10T23:00,SRV-020,27.6,65.7,67.0,99.9,None
2026-07-11T00:00,SRV-018,47.8,46.1,63.6,99.9,None
2026-07-11T01:00,SRV-025,59.6,23.2,59.4,99.9,None
2026-07-11T02:00,SRV-022,46.8,42.5,67.7,99.9,None
2026-07-11T03:00,SRV-023,71.5,56.9,89.0,99.9,None
2026-07-11T04:00,SRV-026,34.2,47.8,63.4,99.9,None
2026-07-11T05:00,SRV-007,74.5,48.1,53.5,99.9,None
2026-07-11T06:00,SRV-035,20.9,52.2,67.2,99.9,None
2026-07-11T07:00,SRV-015,42.3,53.3,78.2,99.9,None
2026-07-11T08:00,SRV-019,6.0,57.9,74.7,99.9,None
2026-07-11T09:00,SRV-018,14.9,44.6,61.5,99.9,None
2026-07-11T10:00,SRV-026,12.1,74.9,91.1,99.9,Disk Capacity
2026-07-11T11:00,SRV-003,46.0,61.7,74.5,99.9,None
2026-07-11T12:00,SRV-020,52.0,81.5,84.8,99.9,None
2026-07-11T13:00,SRV-002,56.3,69.2,76.2,99.9,None
2026-07-11T14:00,SRV-048,60.0,53.2,72.0,99.9,None
2026-07-11T15:00,SRV-046,30.1,54.2,43.8,99.9,None
2026-07-11T16:00,SRV-004,43.9,63.2,66.2,99.9,None
2026-07-11T17:00,SRV-053,34.0,40.9,59.1,99.9,None
2026-07-11T18:00,SRV-006,54.2,64.4,75.6,99.9,None
2026-07-11T19:00,SRV-031,37.3,62.3,59.8,99.9,None
2026-07-11T20:00,SRV-032,41.6,38.0,50.9,99.9,None
2026-07-11T21:00,SRV-050,47.4,57.8,43.1,99.9,None
2026-07-11T22:00,SRV-057,69.3,46.8,84.9,99.9,None
2026-07-11T23:00,SRV-049,31.9,82.0,66.9,99.9,None
2026-07-12T00:00,SRV-038,21.2,34.8,53.4,99.9,None
2026-07-12T01:00,SRV-024,16.8,76.6,60.0,99.9,None
2026-07-12T02:00,SRV-029,33.2,69.5,71.1,99.9,None
2026-07-12T03:00,SRV-011,49.8,37.0,61.6,99.9,None
2026-07-12T04:00,SRV-034,41.3,41.1,71.0,99.9,None
2026-07-12T05:00,SRV-015,18.1,22.5,73.8,99.9,None
2026-07-12T06:00,SRV-002,21.6,52.2,70.5,99.9,None
2026-07-12T07:00,SRV-009,22.1,75.7,56.8,99.9,None
2026-07-12T08:00,SRV-038,30.2,47.0,47.4,99.9,None
2026-07-12T09:00,SRV-032,45.7,52.3,75.3,99.9,None
2026-07-12T10:00,SRV-027,34.1,55.4,74.2,99.9,None
2026-07-12T11:00,SRV-001,35.5,47.0,51.1,99.9,None
2026-07-12T12:00,SRV-023,1,66.5,75.2,99.9,None
2026-07-12T13:00,SRV-056,44.2,50.8,88.7,99.9,None
2026-07-12T14:00,SRV-057,32.9,63.9,74.0,99.9,None
2026-07-12T15:00,SRV-051,40.3,78.4,67.3,99.9,None
2026-07-12T16:00,SRV-036,30.1,71.2,57.1,99.9,None
2026-07-12T17:00,SRV-029,54.1,52.2,57.7,99.9,None
2026-07-12T18:00,SRV-045,59.4,71.3,95.6,99.9,Disk Capacity
2026-07-12T19:00,SRV-057,37.4,64.1,66.2,99.9,None
2026-07-12T20:00,SRV-008,62.2,31.0,73.3,0,None
2026-07-12T21:00,SRV-060,26.0,67.9,68.5,99.9,None
2026-07-12T22:00,SRV-053,23.8,37.4,73.5,99.9,None
2026-07-12T23:00,SRV-045,35.4,57.9,62.1,99.9,None
2026-07-13T00:00,SRV-015,28.9,52.2,76.7,99.9,None
2026-07-13T01:00,SRV-001,25.2,55.7,73.4,99.9,None
2026-07-13T02:00,SRV-052,54.1,32.4,64.5,99.9,None
2026-07-13T03:00,SRV-024,53.9,70.4,61.8,99.9,None
2026-07-13T04:00,SRV-049,50.0,40.3,60.4,99.9,None
2026-07-13T05:00,SRV-016,51.6,61.6,92.0,99.9,Disk Capacity
2026-07-13T06:00,SRV-022,44.5,76.8,76.9,99.9,None
2026-07-13T07:00,SRV-057,50.9,60.3,41.6,99.9,None
2026-07-13T08:00,SRV-050,62.9,57.3,74.8,99.9,None
2026-07-13T09:00,SRV-008,20.4,53.2,76.2,99.9,None
2026-07-13T10:00,SRV-048,45.4,28.2,81.4,99.9,None
2026-07-13T11:00,SRV-059,65.4,30.8,69.0,99.9,None
2026-07-13T12:00,SRV-038,25.9,71.9,57.0,99.9,None
2026-07-13T13:00,SRV-025,41.3,71.0,54.4,99.9,None
2026-07-13T14:00,SRV-052,33.3,52.8,67.8,99.9,None
2026-07-13T15:00,SRV-019,38.5,35.5,75.8,99.9,None
2026-07-13T16:00,SRV-050,36.2,83.4,64.8,99.9,None
2026-07-13T17:00,SRV-007,43.0,68.0,69.4,99.9,None
2026-07-13T18:00,SRV-030,54.7,68.3,66.5,99.9,None
2026-07-13T19:00,SRV-042,68.1,58.3,54.3,99.9,None
2026-07-13T20:00,SRV-014,54.9,65.6,82.6,99.9,None
2026-07-13T21:00,SRV-057,39.0,32.0,75.9,99.9,None
2026-07-13T22:00,SRV-033,58.1,38.7,62.4,99.9,None
2026-07-13T23:00,SRV-012,26.4,45.3,85.9,99.9,None
2026-07-14T00:00,SRV-034,33.7,62.9,53.5,99.9,None
2026-07-14T01:00,SRV-003,49.0,42.9,72.0,99.9,None
2026-07-14T02:00,SRV-029,31.9,46.0,71.7,99.9,None
2026-07-14T03:00,SRV-054,61.8,48.3,40.3,99.9,None
2026-07-14T04:00,SRV-036,59.8,54.9,62.3,99.9,None
2026-07-14T05:00,SRV-014,46.9,70.5,60.1,99.9,None
2026-07-14T06:00,SRV-031,27.6,48.4,66.6,99.9,None
2026-07-14T07:00,SRV-059,38.1,100,53.1,99.9,None
2026-07-14T08:00,SRV-015,54.4,78.7,71.9,99.9,None
2026-07-14T09:00,SRV-023,11.4,63.4,50.2,99.9,None
2026-07-14T10:00,SRV-039,44.8,41.2,50.6,99.9,None
2026-07-14T11:00,SRV-021,28.1,44.5,60.6,99.9,None
2026-07-14T12:00,SRV-050,53.7,58.5,62.1,99.9,None
2026-07-14T13:00,SRV-048,28.8,38.1,70.7,99.9,None
2026-07-14T14:00,SRV-046,34.7,67.7,63.6,99.9,None
2026-07-14T15:00,SRV-002,44.8,59.4,88.9,99.9,None
2026-07-14T16:00,SRV-055,47.2,67.3,49.3,99.9,None
2026-07-14T17:00,SRV-014,61.7,68.0,85.0,99.9,None
2026-07-14T18:00,SRV-042,47.1,63.6,69.7,99.9,None
2026-07-14T19:00,SRV-042,7.9,70.0,59.8,99.9,None
2026-07-14T20:00,SRV-032,50.5,63.6,69.3,99.9,None
2026-07-14T21:00,SRV-024,31.6,66.9,74.2,99.9,None
2026-07-14T22:00,SRV-037,37.6,56.7,70.5,99.9,None
2026-07-14T23:00,SRV-038,49.5,77.9,68.8,99.9,None
2026-07-15T00:00,SRV-012,53.2,59.7,41.9,99.9,None
2026-07-15T01:00,SRV-036,65.8,100,71.6,99.9,None
2026-07-15T02:00,SRV-012,35.8,47.3,70.0,99.9,None
2026-07-15T03:00,SRV-056,36.4,73.1,73.8,99.9,None
2026-07-15T04:00,SRV-002,70.7,45.1,91.8,99.9,Disk Capacity
2026-07-15T05:00,SRV-050,61.8,71.3,70.7,99.9,None
2026-07-15T06:00,SRV-003,38.9,67.6,77.1,99.9,None
2026-07-15T07:00,SRV-059,73.3,54.4,83.5,99.9,None
2026-07-15T08:00,SRV-056,45.8,49.7,65.7,99.9,None
2026-07-15T09:00,SRV-059,61.2,40.4,62.9,99.9,None
2026-07-15T10:00,SRV-003,40.4,32.8,66.1,99.9,None
2026-07-15T11:00,SRV-040,47.7,54.3,46.1,99.9,None
2026-07-15T12:00,SRV-007,38.0,48.0,63.0,99.9,None
2026-07-15T13:00,SRV-049,36.3,39.3,68.6,99.9,None
2026-07-15T14:00,SRV-058,12.0,45.7,71.0,99.9,None
2026-07-15T15:00,SRV-050,67.8,43.4,63.1,99.9,None
2026-07-15T16:00,SRV-028,38.1,41.9,54.4,99.9,None
2026-07-15T17:00,SRV-011,15.4,45.9,64.7,99.9,None
2026-07-15T18:00,SRV-038,16.9,59.4,59.9,99.9,None
2026-07-15T19:00,SRV-001,29.6,39.2,67.5,99.9,None
2026-07-15T20:00,SRV-001,23.6,66.6,59.9,99.9,None
2026-07-15T21:00,SRV-011,56.1,60.1,68.5,99.9,None
2026-07-15T22:00,SRV-007,10.2,46.5,69.7,99.9,None
2026-07-15T23:00,SRV-005,46.9,79.4,56.2,99.9,None
2026-07-16T00:00,SRV-057,51.8,38.8,65.2,99.9,None
2026-07-16T01:00,SRV-038,64.1,63.0,93.4,99.9,Disk Capacity
2026-07-16T02:00,SRV-013,42.2,67.3,76.7,99.9,None
2026-07-16T03:00,SRV-010,38.4,69.9,43.7,99.9,None
2026-07-16T04:00,SRV-023,45.8,53.8,53.7,99.9,None
2026-07-16T05:00,SRV-019,22.3,46.7,84.8,99.9,None
2026-07-16T06:00,SRV-015,56.6,42.4,76.4,99.9,None
2026-07-16T07:00,SRV-051,11.8,60.6,75.6,99.9,None
2026-07-16T08:00,SRV-013,52.6,49.1,68.6,99.9,None
2026-07-16T09:00,SRV-009,82.4,76.6,68.7,99.9,None
2026-07-16T10:00,SRV-048,37.5,5,68.8,99.9,None
2026-07-16T11:00,SRV-018,51.3,58.1,62.8,99.9,None
2026-07-16T12:00,SRV-004,26.8,62.6,59.5,99.9,None
2026-07-16T13:00,SRV-039,33.0,30.3,48.5,99.9,None
2026-07-16T14:00,SRV-016,59.8,54.9,79.9,99.9,None
2026-07-16T15:00,SRV-018,51.1,75.5,90.1,99.9,Disk Capacity
2026-07-16T16:00,SRV-039,44.2,46.3,74.7,99.9,None
2026-07-16T17:00,SRV-040,48.7,64.8,67.5,99.9,None
2026-07-16T18:00,SRV-026,15.5,65.7,77.4,99.9,None
2026-07-16T19:00,SRV-009,52.2,85.7,59.9,99.9,None
2026-07-16T20:00,SRV-021,62.5,81.9,59.7,99.9,None
2026-07-16T21:00,SRV-058,28.8,77.3,57.6,99.9,None
2026-07-16T22:00,SRV-028,65.8,76.7,68.2,99.9,None
2026-07-16T23:00,SRV-043,43.7,57.0,53.2,99.9,None
2026-07-17T00:00,SRV-056,46.2,62.0,70.9,99.9,None
2026-07-17T01:00,SRV-015,49.4,67.0,59.3,99.9,None
2026-07-17T02:00,SRV-018,49.7,83.0,81.9,99.9,None
2026-07-17T03:00,SRV-043,57.2,67.8,55.8,99.9,None
2026-07-17T04:00,SRV-059,20.5,46.4,66.9,99.9,None
2026-07-17T05:00,SRV-045,66.5,56.4,44.2,99.9,None
2026-07-17T06:00,SRV-006,28.8,57.9,75.1,99.9,None
2026-07-17T07:00,SRV-045,19.0,82.1,59.2,99.9,None
2026-07-17T08:00,SRV-048,44.0,57.2,69.9,99.9,None
2026-07-17T09:00,SRV-032,21.5,39.2,51.2,99.9,None
2026-07-17T10:00,SRV-014,64.2,40.8,38.2,99.9,None
