timestamp,cloud,resource_id,metric,value,threshold,status
2026-01-02T05:00:00,Azure,R-00341,CPUPercent,49.46,80,OK
2026-01-02T05:15:00,AWS,R-00175,LatencyMs,94.81,80,OK
2026-01-02T05:30:00,Azure,R-00144,CPUPercent,8.44,80,Warning
2026-01-02T05:45:00,Azure,R-00157,MemoryPercent,88.4,80,OK
2026-01-02T06:00:00,AWS,R-00269,MemoryPercent,1.65,80,OK
2026-01-02T06:15:00,AWS,R-00469,LatencyMs,70.63,80,OK
2026-01-02T06:30:00,Azure,R-00350,LatencyMs,32.17,80,OK
2026-01-02T06:45:00,AWS,R-00124,LatencyMs,75.92,80,OK
2026-01-02T07:00:00,Azure,R-00231,MemoryPercent,87.65,80,OK
2026-01-02T07:15:00,AWS,R-00129,DiskPercent,15.26,80,OK
2026-01-02T07:30:00,AWS,R-00008,DiskPercent,78.42,80,OK
2026-01-02T07:45:00,AWS,R-00008,MemoryPercent,89.58,80,OK
2026-01-02T08:00:00,AWS,R-00235,CPUPercent,40.52,80,OK
2026-01-02T08:15:00,Azure,R-00263,CPUPercent,95.79,80,OK
2026-01-02T08:30:00,AWS,R-00426,LatencyMs,57.82,80,OK
2026-01-02T08:45:00,Azure,R-00136,MemoryPercent,69.19,80,OK
2026-01-02T09:00:00,AWS,R-00299,MemoryPercent,59.94,80,Warning
2026-01-02T09:15:00,Azure,R-00194,LatencyMs,70.25,80,OK
2026-01-02T09:30:00,Azure,R-00493,MemoryPercent,52.12,80,OK
2026-01-02T09:45:00,Azure,R-00360,CPUPercent,74.71,80,OK
2026-01-02T10:00:00,AWS,R-00052,MemoryPercent,76.1,80,OK
2026-01-02T10:15:00,AWS,R-00131,DiskPercent,31.93,80,OK
2026-01-02T10:30:00,Azure,R-00159,LatencyMs,28.69,80,OK
2026-01-02T10:45:00,Azure,R-00426,DiskPercent,41.7,80,OK
2026-01-02T11:00:00,AWS,R-00070,LatencyMs,60.11,80,OK
2026-01-02T11:15:00,AWS,R-00068,MemoryPercent,24.15,80,OK
2026-01-02T11:30:00,AWS,R-00361,DiskPercent,84.09,80,Warning
2026-01-02T11:45:00,Azure,R-00291,CPUPercent,89.18,80,Warning
2026-01-02T12:00:00,Azure,R-00447,LatencyMs,53.35,80,OK
2026-01-02T12:15:00,Azure,R-00446,DiskPercent,8.95,80,OK
2026-01-02T12:30:00,Azure,R-00289,MemoryPercent,9.25,80,OK
2026-01-02T12:45:00,AWS,R-00052,MemoryPercent,94.73,80,OK
2026-01-02T13:00:00,Azure,R-00186,LatencyMs,56.87,80,OK
2026-01-02T13:15:00,Azure,R-00293,DiskPercent,85.25,80,OK
2026-01-02T13:30:00,AWS,R-00325,DiskPercent,84.7,80,OK
2026-01-02T13:45:00,AWS,R-00496,DiskPercent,72.63,80,OK
2026-01-02T14:00:00,AWS,R-00091,MemoryPercent,67.74,80,OK
2026-01-02T14:15:00,AWS,R-00069,LatencyMs,1.55,80,Warning
2026-01-02T14:30:00,AWS,R-00316,CPUPercent,40.1,80,OK
2026-01-02T14:45:00,AWS,R-00389,DiskPercent,36.07,80,OK
2026-01-02T15:00:00,Azure,R-00005,CPUPercent,31.48,80,OK
2026-01-02T15:15:00,AWS,R-00376,CPUPercent,69.95,80,Warning
2026-01-02T15:30:00,AWS,R-00170,DiskPercent,88.54,80,OK
2026-01-02T15:45:00,Azure,R-00331,LatencyMs,42.62,80,OK
2026-01-02T16:00:00,Azure,R-00393,DiskPercent,81.86,80,OK
2026-01-02T16:15:00,Azure,R-00377,LatencyMs,59.58,80,Warning
2026-01-02T16:30:00,AWS,R-00371,LatencyMs,41.56,80,OK
2026-01-02T16:45:00,Azure,R-00293,DiskPercent,34.27,80,OK
2026-01-02T17:00:00,AWS,R-00056,MemoryPercent,27.02,80,Warning
2026-01-02T17:15:00,AWS,R-00469,DiskPercent,11.47,80,OK
2026-01-02T17:30:00,Azure,R-00476,DiskPercent,7.97,80,Warning
2026-01-02T17:45:00,Azure,R-00263,LatencyMs,49.6,80,OK
2026-01-02T18:00:00,Azure,R-00318,LatencyMs,4.46,80,OK
2026-01-02T18:15:00,AWS,R-00004,LatencyMs,81.62,80,OK
2026-01-02T18:30:00,AWS,R-00474,DiskPercent,68.05,80,OK
2026-01-02T18:45:00,AWS,R-00018,CPUPercent,81.82,80,OK
2026-01-02T19:00:00,AWS,R-00464,LatencyMs,86.35,80,OK
2026-01-02T19:15:00,AWS,R-00060,MemoryPercent,72.96,80,Warning
2026-01-02T19:30:00,AWS,R-00204,LatencyMs,56.66,80,OK
2026-01-02T19:45:00,AWS,R-00139,DiskPercent,64.57,80,OK
2026-01-02T20:00:00,Azure,R-00406,DiskPercent,58.1,80,OK
2026-01-02T20:15:00,Azure,R-00062,CPUPercent,23.06,80,OK
2026-01-02T20:30:00,AWS,R-00128,DiskPercent,47.59,80,OK
2026-01-02T20:45:00,AWS,R-00181,CPUPercent,11.63,80,OK
2026-01-02T21:00:00,Azure,R-00481,DiskPercent,33.34,80,Warning
2026-01-02T21:15:00,Azure,R-00418,LatencyMs,2.07,80,Warning
2026-01-02T21:30:00,AWS,R-00135,CPUPercent,10.46,80,OK
2026-01-02T21:45:00,Azure,R-00140,LatencyMs,48.4,80,OK
2026-01-02T22:00:00,AWS,R-00331,MemoryPercent,29.93,80,OK
2026-01-02T22:15:00,AWS,R-00004,CPUPercent,3.55,80,OK
2026-01-02T22:30:00,AWS,R-00027,MemoryPercent,62.43,80,OK
2026-01-02T22:45:00,AWS,R-00281,MemoryPercent,43.2,80,Warning
2026-01-02T23:00:00,Azure,R-00498,LatencyMs,58.97,80,Warning
2026-01-02T23:15:00,Azure,R-00035,CPUPercent,95.16,80,Warning
2026-01-02T23:30:00,AWS,R-00050,LatencyMs,87.15,80,OK
2026-01-02T23:45:00,AWS,R-00320,CPUPercent,45.81,80,Warning
2026-01-03T00:00:00,AWS,R-00250,LatencyMs,98.52,80,OK
2026-01-03T00:15:00,AWS,R-00114,DiskPercent,97.42,80,OK
2026-01-03T00:30:00,AWS,R-00201,DiskPercent,65.21,80,Warning
2026-01-03T00:45:00,Azure,R-00335,DiskPercent,82.61,80,OK
2026-01-03T01:00:00,AWS,R-00450,LatencyMs,27.79,80,OK
2026-01-03T01:15:00,AWS,R-00266,DiskPercent,81.6,80,OK
2026-01-03T01:30:00,AWS,R-00412,MemoryPercent,22.21,80,OK
2026-01-03T01:45:00,Azure,R-00129,CPUPercent,4.12,80,OK
2026-01-03T02:00:00,Azure,R-00500,LatencyMs,4.4,80,OK
2026-01-03T02:15:00,AWS,R-00500,MemoryPercent,83.6,80,Warning
2026-01-03T02:30:00,AWS,R-00040,DiskPercent,66.08,80,OK
2026-01-03T02:45:00,Azure,R-00164,LatencyMs,42.29,80,OK
2026-01-03T03:00:00,AWS,R-00257,MemoryPercent,5.54,80,Warning
2026-01-03T03:15:00,Azure,R-00030,MemoryPercent,27.4,80,OK
2026-01-03T03:30:00,Azure,R-00255,CPUPercent,6.37,80,Warning
2026-01-03T03:45:00,AWS,R-00035,MemoryPercent,8.43,80,OK
2026-01-03T04:00:00,Azure,R-00189,MemoryPercent,28.3,80,Warning
2026-01-03T04:15:00,Azure,R-00225,CPUPercent,30.59,80,OK
2026-01-03T04:30:00,Azure,R-00009,MemoryPercent,14.66,80,OK
2026-01-03T04:45:00,Azure,R-00301,DiskPercent,27.62,80,OK
2026-01-03T05:00:00,Azure,R-00408,DiskPercent,50.76,80,OK
2026-01-03T05:15:00,AWS,R-00073,DiskPercent,46.33,80,OK
2026-01-03T05:30:00,AWS,R-00139,CPUPercent,77.79,80,OK
2026-01-03T05:45:00,AWS,R-00018,LatencyMs,61.1,80,OK
2026-01-03T06:00:00,AWS,R-00041,MemoryPercent,60.23,80,OK
2026-01-03T06:15:00,AWS,R-00015,LatencyMs,24.61,80,Warning
2026-01-03T06:30:00,AWS,R-00434,DiskPercent,8.27,80,OK
2026-01-03T06:45:00,AWS,R-00118,CPUPercent,40.24,80,Warning
2026-01-03T07:00:00,Azure,R-00088,DiskPercent,64.15,80,Warning
2026-01-03T07:15:00,Azure,R-00397,DiskPercent,15.61,80,Warning
2026-01-03T07:30:00,Azure,R-00383,CPUPercent,78.0,80,Warning
2026-01-03T07:45:00,Azure,R-00076,DiskPercent,41.08,80,OK
2026-01-03T08:00:00,AWS,R-00405,DiskPercent,76.06,80,Warning
2026-01-03T08:15:00,AWS,R-00351,MemoryPercent,90.2,80,OK
2026-01-03T08:30:00,Azure,R-00332,DiskPercent,71.46,80,OK
2026-01-03T08:45:00,AWS,R-00475,CPUPercent,10.43,80,OK
2026-01-03T09:00:00,AWS,R-00241,MemoryPercent,45.21,80,Warning
2026-01-03T09:15:00,AWS,R-00418,LatencyMs,48.35,80,OK
2026-01-03T09:30:00,Azure,R-00216,DiskPercent,38.76,80,Warning
2026-01-03T09:45:00,AWS,R-00476,LatencyMs,11.87,80,OK
2026-01-03T10:00:00,Azure,R-00079,LatencyMs,47.83,80,OK
2026-01-03T10:15:00,Azure,R-00089,LatencyMs,41.39,80,OK
2026-01-03T10:30:00,Azure,R-00374,CPUPercent,23.18,80,Warning
2026-01-03T10:45:00,AWS,R-00268,DiskPercent,97.0,80,OK
2026-01-03T11:00:00,AWS,R-00087,MemoryPercent,10.14,80,OK
2026-01-03T11:15:00,AWS,R-00406,LatencyMs,32.4,80,OK
2026-01-03T11:30:00,Azure,R-00064,DiskPercent,12.79,80,Warning
2026-01-03T11:45:00,Azure,R-00200,MemoryPercent,40.27,80,Warning
2026-01-03T12:00:00,AWS,R-00355,CPUPercent,28.49,80,OK
2026-01-03T12:15:00,AWS,R-00419,CPUPercent,10.69,80,OK
2026-01-03T12:30:00,AWS,R-00106,LatencyMs,77.32,80,OK
2026-01-03T12:45:00,AWS,R-00017,LatencyMs,15.07,80,Warning
2026-01-03T13:00:00,AWS,R-00479,MemoryPercent,24.29,80,OK
2026-01-03T13:15:00,Azure,R-00425,LatencyMs,31.32,80,OK
2026-01-03T13:30:00,AWS,R-00251,LatencyMs,94.23,80,OK
2026-01-03T13:45:00,Azure,R-00399,DiskPercent,61.98,80,OK
2026-01-03T14:00:00,Azure,R-00158,LatencyMs,8.07,80,OK
2026-01-03T14:15:00,AWS,R-00094,MemoryPercent,5.08,80,OK
2026-01-03T14:30:00,AWS,R-00377,CPUPercent,93.62,80,OK
2026-01-03T14:45:00,AWS,R-00315,MemoryPercent,16.06,80,OK
2026-01-03T15:00:00,AWS,R-00418,MemoryPercent,10.74,80,OK
2026-01-03T15:15:00,Azure,R-00183,CPUPercent,70.45,80,OK
2026-01-03T15:30:00,Azure,R-00144,LatencyMs,80.4,80,OK
2026-01-03T15:45:00,AWS,R-00174,LatencyMs,36.58,80,OK
2026-01-03T16:00:00,Azure,R-00005,CPUPercent,53.82,80,OK
2026-01-03T16:15:00,Azure,R-00297,DiskPercent,85.8,80,OK
2026-01-03T16:30:00,AWS,R-00165,CPUPercent,10.22,80,OK
2026-01-03T16:45:00,AWS,R-00429,MemoryPercent,85.89,80,OK
2026-01-03T17:00:00,Azure,R-00469,LatencyMs,19.85,80,OK
2026-01-03T17:15:00,AWS,R-00429,CPUPercent,55.91,80,OK
2026-01-03T17:30:00,Azure,R-00489,DiskPercent,92.11,80,Warning
2026-01-03T17:45:00,Azure,R-00081,LatencyMs,62.33,80,OK
2026-01-03T18:00:00,Azure,R-00355,CPUPercent,78.27,80,Warning
2026-01-03T18:15:00,AWS,R-00132,DiskPercent,78.5,80,OK
2026-01-03T18:30:00,Azure,R-00110,DiskPercent,46.02,80,OK
2026-01-03T18:45:00,AWS,R-00460,MemoryPercent,50.98,80,OK
2026-01-03T19:00:00,AWS,R-00234,CPUPercent,65.93,80,OK
2026-01-03T19:15:00,AWS,R-00180,DiskPercent,93.37,80,OK
2026-01-03T19:30:00,Azure,R-00344,CPUPercent,95.81,80,OK
2026-01-03T19:45:00,Azure,R-00125,DiskPercent,92.78,80,Warning
2026-01-03T20:00:00,Azure,R-00290,MemoryPercent,12.69,80,Warning
2026-01-03T20:15:00,Azure,R-00167,CPUPercent,8.72,80,OK
2026-01-03T20:30:00,Azure,R-00134,MemoryPercent,28.29,80,OK
2026-01-03T20:45:00,AWS,R-00004,MemoryPercent,33.5,80,OK
2026-01-03T21:00:00,AWS,R-00025,DiskPercent,68.79,80,OK
2026-01-03T21:15:00,AWS,R-00209,DiskPercent,24.75,80,OK
2026-01-03T21:30:00,Azure,R-00199,MemoryPercent,34.85,80,OK
2026-01-03T21:45:00,AWS,R-00336,LatencyMs,90.83,80,OK
2026-01-03T22:00:00,AWS,R-00227,LatencyMs,43.93,80,OK
2026-01-03T22:15:00,Azure,R-00499,CPUPercent,38.72,80,OK
2026-01-03T22:30:00,Azure,R-00113,CPUPercent,98.03,80,OK
2026-01-03T22:45:00,AWS,R-00368,DiskPercent,98.99,80,Warning
2026-01-03T23:00:00,Azure,R-00223,CPUPercent,76.03,80,OK
2026-01-03T23:15:00,AWS,R-00029,MemoryPercent,8.97,80,OK
2026-01-03T23:30:00,AWS,R-00202,DiskPercent,73.03,80,OK
2026-01-03T23:45:00,Azure,R-00211,CPUPercent,82.37,80,OK
2026-01-04T00:00:00,Azure,R-00085,MemoryPercent,24.48,80,OK
2026-01-04T00:15:00,AWS,R-00354,CPUPercent,29.78,80,OK
2026-01-04T00:30:00,AWS,R-00401,LatencyMs,82.24,80,OK
2026-01-04T00:45:00,Azure,R-00321,CPUPercent,86.67,80,Warning
2026-01-04T01:00:00,AWS,R-00165,CPUPercent,25.76,80,Warning
2026-01-04T01:15:00,Azure,R-00255,MemoryPercent,28.51,80,OK
2026-01-04T01:30:00,Azure,R-00073,DiskPercent,38.4,80,OK
2026-01-04T01:45:00,AWS,R-00248,CPUPercent,69.07,80,OK
2026-01-04T02:00:00,AWS,R-00359,CPUPercent,90.64,80,OK
2026-01-04T02:15:00,Azure,R-00143,MemoryPercent,79.6,80,Warning
2026-01-04T02:30:00,Azure,R-00309,LatencyMs,46.3,80,Warning
2026-01-04T02:45:00,AWS,R-00247,CPUPercent,63.76,80,OK
2026-01-04T03:00:00,Azure,R-00306,MemoryPercent,14.92,80,OK
2026-01-04T03:15:00,AWS,R-00397,CPUPercent,76.27,80,OK
2026-01-04T03:30:00,Azure,R-00076,DiskPercent,47.2,80,Warning
2026-01-04T03:45:00,Azure,R-00114,CPUPercent,74.32,80,Warning
2026-01-04T04:00:00,AWS,R-00323,LatencyMs,71.41,80,OK
2026-01-04T04:15:00,AWS,R-00083,CPUPercent,82.94,80,OK
2026-01-04T04:30:00,AWS,R-00331,MemoryPercent,72.35,80,OK
2026-01-04T04:45:00,Azure,R-00108,LatencyMs,78.33,80,Warning
2026-01-04T05:00:00,AWS,R-00486,CPUPercent,58.93,80,Warning
2026-01-04T05:15:00,AWS,R-00164,LatencyMs,33.19,80,OK
2026-01-04T05:30:00,AWS,R-00049,LatencyMs,24.67,80,OK
2026-01-04T05:45:00,Azure,R-00361,CPUPercent,45.27,80,OK
2026-01-04T06:00:00,Azure,R-00154,MemoryPercent,71.92,80,OK
2026-01-04T06:15:00,Azure,R-00187,DiskPercent,52.78,80,OK
2026-01-04T06:30:00,Azure,R-00470,LatencyMs,4.42,80,OK
2026-01-04T06:45:00,AWS,R-00450,MemoryPercent,10.04,80,OK
2026-01-04T07:00:00,AWS,R-00118,MemoryPercent,67.0,80,OK
2026-01-04T07:15:00,Azure,R-00195,DiskPercent,55.71,80,Warning
2026-01-04T07:30:00,AWS,R-00263,CPUPercent,41.22,80,OK
2026-01-04T07:45:00,AWS,R-00483,CPUPercent,48.92,80,OK
2026-01-04T08:00:00,AWS,R-00066,LatencyMs,82.96,80,Warning
2026-01-04T08:15:00,Azure,R-00292,LatencyMs,76.01,80,OK
2026-01-04T08:30:00,Azure,R-00380,CPUPercent,7.12,80,OK
2026-01-04T08:45:00,AWS,R-00492,DiskPercent,39.23,80,OK
2026-01-04T09:00:00,AWS,R-00266,CPUPercent,68.85,80,OK
2026-01-04T09:15:00,AWS,R-00432,DiskPercent,13.61,80,Warning
2026-01-04T09:30:00,AWS,R-00244,CPUPercent,35.19,80,OK
2026-01-04T09:45:00,AWS,R-00150,LatencyMs,27.34,80,OK
2026-01-04T10:00:00,Azure,R-00396,MemoryPercent,78.19,80,OK
2026-01-04T10:15:00,Azure,R-00377,MemoryPercent,8.97,80,OK
2026-01-04T10:30:00,AWS,R-00101,LatencyMs,82.33,80,Warning
2026-01-04T10:45:00,Azure,R-00340,LatencyMs,21.28,80,Warning
2026-01-04T11:00:00,Azure,R-00001,DiskPercent,21.27,80,OK
2026-01-04T11:15:00,AWS,R-00152,CPUPercent,89.64,80,Warning
2026-01-04T11:30:00,Azure,R-00104,MemoryPercent,37.2,80,OK
2026-01-04T11:45:00,Azure,R-00344,CPUPercent,60.84,80,OK
2026-01-04T12:00:00,AWS,R-00033,CPUPercent,80.31,80,OK
2026-01-04T12:15:00,AWS,R-00112,DiskPercent,73.64,80,OK
2026-01-04T12:30:00,Azure,R-00001,CPUPercent,29.47,80,Warning
2026-01-04T12:45:00,Azure,R-00245,LatencyMs,40.23,80,OK
2026-01-04T13:00:00,AWS,R-00204,LatencyMs,19.34,80,OK
2026-01-04T13:15:00,Azure,R-00161,MemoryPercent,97.38,80,Warning
2026-01-04T13:30:00,Azure,R-00098,CPUPercent,47.93,80,OK
2026-01-04T13:45:00,AWS,R-00404,MemoryPercent,57.64,80,OK
2026-01-04T14:00:00,AWS,R-00409,DiskPercent,52.55,80,OK
2026-01-04T14:15:00,Azure,R-00006,MemoryPercent,86.75,80,OK
2026-01-04T14:30:00,Azure,R-00435,MemoryPercent,14.31,80,OK
2026-01-04T14:45:00,AWS,R-00483,LatencyMs,8.45,80,OK
2026-01-04T15:00:00,Azure,R-00270,LatencyMs,59.25,80,OK
2026-01-04T15:15:00,AWS,R-00087,CPUPercent,74.91,80,OK
2026-01-04T15:30:00,Azure,R-00285,DiskPercent,98.98,80,OK
2026-01-04T15:45:00,AWS,R-00043,LatencyMs,17.81,80,OK
2026-01-04T16:00:00,Azure,R-00366,MemoryPercent,72.29,80,OK
2026-01-04T16:15:00,Azure,R-00120,CPUPercent,50.08,80,OK
2026-01-04T16:30:00,AWS,R-00090,CPUPercent,70.68,80,Warning
2026-01-04T16:45:00,AWS,R-00315,LatencyMs,38.18,80,OK
2026-01-04T17:00:00,Azure,R-00073,LatencyMs,88.06,80,OK
2026-01-04T17:15:00,Azure,R-00439,CPUPercent,33.91,80,OK
2026-01-04T17:30:00,Azure,R-00138,DiskPercent,30.47,80,Warning
2026-01-04T17:45:00,AWS,R-00378,LatencyMs,31.31,80,OK
2026-01-04T18:00:00,AWS,R-00406,CPUPercent,28.52,80,OK
2026-01-04T18:15:00,Azure,R-00407,MemoryPercent,10.22,80,OK
