user_id,display_name,department,title,manager,account_status,mfa,license,last_sign_in
U0136,Employee 136,Operations,Coordinator,Manager 17,Enabled,Enabled,F3,2026-07-01
U0137,Employee 137,Finance,Engineer,Manager 18,Enabled,Enabled,E3,2026-07-15
U0138,Employee 138,HR,Analyst,Manager 18,Enabled,Enabled,E5,2026-07-13
U0139,Employee 139,IT,Manager,Manager 18,Enabled,Enabled,E5,2026-07-11
U0140,Employee 140,IT,Engineer,Manager 18,Enabled,Enabled,E5,2026-07-14
U0141,Employee 141,IT,Analyst,Manager 18,Enabled,Enabled,E5,2026-07-01
U0142,Employee 142,Legal,Coordinator,Manager 18,Enabled,Enabled,E3,2026-07-12
U0143,Employee 143,HR,Analyst,Manager 18,Enabled,Enabled,F3,2026-07-02
U0144,Employee 144,Finance,Manager,Manager 18,Enabled,Enabled,E3,2026-07-01
U0145,Employee 145,Operations,Manager,Manager 19,Enabled,Enabled,E3,2026-07-05
U0146,Employee 146,Sales,Analyst,Manager 19,Enabled,Enabled,F3,2026-07-07
U0147,Employee 147,Sales,Specialist,Manager 19,Enabled,Enabled,E5,2026-07-06
U0148,Employee 148,Operations,Coordinator,Manager 19,Enabled,Enabled,F3,2026-07-04
U0149,Employee 149,HR,Specialist,Manager 19,Enabled,Enabled,E3,2026-07-19
U0150,Employee 150,Finance,Specialist,Manager 19,Enabled,Enabled,F3,2026-07-13
U0151,Employee 151,Sales,Manager,Manager 19,Enabled,Enabled,E3,2026-07-19
U0152,Employee 152,Legal,Manager,Manager 19,Enabled,Enabled,E3,2026-07-10
U0153,Employee 153,Legal,Coordinator,Manager 20,Enabled,Enabled,E3,2026-07-19
U0154,Employee 154,Finance,Specialist,Manager 20,Enabled,Enabled,F3,2026-07-14
U0155,Employee 155,Legal,Specialist,Manager 20,Enabled,Enabled,E3,2026-07-17
U0156,Employee 156,Legal,Specialist,Manager 20,Enabled,Enabled,E3,2026-07-14
U0157,Employee 157,Sales,Analyst,Manager 20,Enabled,Enabled,E5,2026-07-12
U0158,Employee 158,Legal,Engineer,Manager 20,Enabled,Enabled,F3,2026-07-05
U0159,Employee 159,Sales,Manager,Manager 20,Enabled,Enabled,F3,2026-07-17
U0160,Employee 160,Legal,Specialist,Manager 20,Enabled,Enabled,F3,2026-07-18
U0161,Employee 161,Sales,Engineer,Manager 21,Enabled,Enabled,E5,2026-07-19
U0162,Employee 162,IT,Specialist,Manager 21,Enabled,Enabled,E3,2026-07-03
U0163,Employee 163,IT,Engineer,Manager 21,Enabled,Enabled,E3,2026-07-15
U0164,Employee 164,Operations,Coordinator,Manager 21,Enabled,Enabled,F3,2026-07-13
U0165,Employee 165,IT,Analyst,Manager 21,Enabled,Enabled,E5,2026-07-11
U0166,Employee 166,HR,Engineer,Manager 21,Enabled,Enabled,E3,2026-07-12
U0167,Employee 167,IT,Specialist,Manager 21,Enabled,Enabled,E5,2026-07-20
U0168,Employee 168,Legal,Specialist,Manager 21,Enabled,Enabled,F3,2026-07-01
U0169,Employee 169,Operations,Manager,Manager 22,Enabled,Enabled,E3,2026-07-08
U0170,Employee 170,Legal,Engineer,Manager 22,Enabled,Enabled,E5,2026-07-18
U0171,Employee 171,HR,Engineer,Manager 22,Enabled,Enabled,F3,2026-07-16
U0172,Employee 172,Sales,Analyst,Manager 22,Enabled,Enabled,E3,2026-07-10
U0173,Employee 173,HR,Engineer,Manager 22,Enabled,Enabled,F3,2026-07-08
U0174,Employee 174,IT,Coordinator,Manager 22,Enabled,Enabled,E5,2026-07-16
U0175,Employee 175,Operations,Coordinator,Manager 22,Enabled,Enabled,E5,2026-07-14
U0176,Employee 176,Legal,Coordinator,Manager 22,Enabled,Enabled,E5,2026-07-12
U0177,Employee 177,Legal,Engineer,Manager 23,Enabled,Enabled,E5,2026-07-10
U0178,Employee 178,IT,Manager,Manager 23,Enabled,Enabled,E3,2026-07-07
U0179,Employee 179,IT,Analyst,Manager 23,Enabled,Enabled,F3,2026-07-18
U0180,Employee 180,Legal,Manager,Manager 23,Enabled,Enabled,E3,2026-07-07
U0181,Employee 181,Legal,Engineer,Manager 23,Enabled,Enabled,E5,2026-07-19
U0182,Employee 182,Operations,Coordinator,Manager 23,Enabled,Enabled,E5,2026-07-04
U0183,Employee 183,HR,Specialist,Manager 23,Enabled,Enabled,E3,2026-07-12
U0184,Employee 184,HR,Specialist,Manager 23,Enabled,Enabled,E3,2026-07-18
U0185,Employee 185,HR,Specialist,Manager 24,Enabled,Enabled,E3,2026-07-02
U0186,Employee 186,Operations,Specialist,Manager 24,Enabled,Enabled,F3,2026-07-05
U0187,Employee 187,Legal,Engineer,Manager 24,Enabled,Enabled,E3,2026-07-01
U0188,Employee 188,Operations,Specialist,Manager 24,Enabled,Enabled,E5,2026-07-16
U0189,Employee 189,Sales,Specialist,Manager 24,Enabled,Enabled,E3,2026-07-02
U0190,Employee 190,IT,Engineer,Manager 24,Enabled,Enabled,E3,2026-07-03
U0191,Employee 191,Sales,Engineer,Manager 24,Enabled,Enabled,E3,2026-07-19
U0192,Employee 192,Legal,Analyst,Manager 24,Enabled,Enabled,E3,2026-07-05
U0193,Employee 193,Operations,Specialist,Manager 25,Enabled,Enabled,E3,2026-07-08
U0194,Employee 194,Finance,Coordinator,Manager 25,Enabled,Enabled,E5,2026-07-20
U0195,Employee 195,Operations,Coordinator,Manager 25,Enabled,Enabled,E3,2026-07-17
U0196,Employee 196,Sales,Engineer,Manager 25,Enabled,Enabled,E5,2026-07-10
U0197,Employee 197,Operations,Engineer,Manager 25,Enabled,Enabled,E5,2026-07-19
U0198,Employee 198,Operations,Analyst,Manager 25,Enabled,Enabled,F3,2026-07-04
U0199,Employee 199,HR,Manager,Manager 25,Enabled,Enabled,E5,2026-07-03
U0200,Employee 200,HR,Manager,Manager 25,Enabled,Enabled,E3,2026-07-18
U0201,Employee 201,Finance,Manager,Manager 26,Enabled,Enabled,E3,2026-07-14
U0202,Employee 202,Sales,Coordinator,Manager 26,Enabled,Enabled,E5,2026-07-10
U0203,Employee 203,Finance,Manager,Manager 26,Enabled,Enabled,E5,2026-07-10
U0204,Employee 204,Legal,Engineer,Manager 26,Enabled,Enabled,E3,2026-07-08
U0205,Employee 205,IT,Coordinator,Manager 26,Enabled,Enabled,F3,2026-07-07
U0206,Employee 206,Sales,Analyst,Manager 26,Enabled,Enabled,F3,2026-07-08
U0207,Employee 207,Legal,Manager,Manager 26,Enabled,Enabled,E5,2026-07-05
U0208,Employee 208,Finance,Analyst,Manager 26,Enabled,Enabled,E3,2026-07-10
U0209,Employee 209,Operations,Coordinator,Manager 27,Enabled,Enabled,E5,2026-07-15
U0210,Employee 210,Finance,Engineer,Manager 27,Enabled,Enabled,F3,2026-07-10
U0211,Employee 211,Legal,Engineer,Manager 27,Enabled,Enabled,E5,2026-07-17
U0212,Employee 212,Operations,Engineer,Manager 27,Enabled,Enabled,E5,2026-07-03
U0213,Employee 213,Operations,Analyst,Manager 27,Enabled,Enabled,E5,2026-07-11
U0214,Employee 214,Operations,Specialist,Manager 27,Enabled,Enabled,E3,2026-07-03
U0215,Employee 215,HR,Coordinator,Manager 27,Enabled,Enabled,F3,2026-07-01
U0216,Employee 216,Legal,Specialist,Manager 27,Enabled,Enabled,F3,2026-07-02
U0217,Employee 217,HR,Engineer,Manager 28,Enabled,Enabled,F3,2026-07-15
U0218,Employee 218,IT,Manager,Manager 28,Enabled,Enabled,F3,2026-07-14
U0219,Employee 219,Legal,Engineer,Manager 28,Enabled,Enabled,E3,2026-07-16
U0220,Employee 220,IT,Engineer,Manager 28,Enabled,Enabled,E5,2026-07-11
U0221,Employee 221,Legal,Analyst,Manager 28,Enabled,Enabled,E3,2026-07-11
U0222,Employee 222,Sales,Engineer,Manager 28,Enabled,Enabled,E5,2026-07-13
U0223,Employee 223,Operations,Analyst,Manager 28,Enabled,Enabled,E5,2026-07-03
U0224,Employee 224,IT,Specialist,Manager 28,Enabled,Enabled,E5,2026-07-04
U0225,Employee 225,Sales,Coordinator,Manager 29,Enabled,Enabled,E3,2026-07-18
U0226,Employee 226,Sales,Engineer,Manager 29,Enabled,Enabled,E3,2026-07-07
U0227,Employee 227,Operations,Specialist,Manager 29,Enabled,Enabled,F3,2026-07-16
U0228,Employee 228,Legal,Engineer,Manager 29,Enabled,Enabled,E3,2026-07-07
U0229,Employee 229,IT,Coordinator,Manager 29,Enabled,Enabled,E3,2026-07-10
U0230,Employee 230,Sales,Engineer,Manager 29,Enabled,Enabled,E3,2026-07-01
U0231,Employee 231,Legal,Coordinator,Manager 29,Enabled,Enabled,E3,2026-07-06
U0232,Employee 232,IT,Coordinator,Manager 29,Enabled,Enabled,E3,2026-07-18
U0233,Employee 233,Sales,Analyst,Manager 30,Enabled,Enabled,E3,2026-07-04
U0234,Employee 234,Sales,Analyst,Manager 30,Enabled,Enabled,F3,2026-07-05
U0235,Employee 235,Sales,Specialist,Manager 30,Enabled,Enabled,F3,2026-07-09
U0236,Employee 236,Sales,Engineer,Manager 30,Enabled,Enabled,E5,2026-07-08
U0237,Employee 237,Sales,Coordinator,Manager 30,Enabled,Enabled,E3,2026-07-13
U0238,Employee 238,HR,Coordinator,Manager 30,Enabled,Enabled,F3,2026-07-05
U0239,Employee 239,Finance,Specialist,Manager 30,Enabled,Enabled,E5,2026-07-11
U0240,Employee 240,Operations,Specialist,Manager 30,Enabled,Enabled,E3,2026-07-10
U0241,Employee 241,Legal,Specialist,Manager 31,Enabled,Enabled,F3,2026-07-19
U0242,Employee 242,Legal,Engineer,Manager 31,Enabled,Enabled,E3,2026-07-15
U0243,Employee 243,Operations,Engineer,Manager 31,Enabled,Enabled,E5,2026-07-11
U0244,Employee 244,Operations,Coordinator,Manager 31,Enabled,Enabled,E5,2026-07-15
U0245,Employee 245,IT,Manager,Manager 31,Enabled,Enabled,F3,2026-07-08
U0246,Employee 246,Operations,Engineer,Manager 31,Enabled,Enabled,E3,2026-07-14
U0247,Employee 247,Finance,Specialist,Manager 31,Enabled,Enabled,F3,2026-07-16
U0248,Employee 248,Legal,Engineer,Manager 31,Enabled,Enabled,E5,2026-07-05
U0249,Employee 249,Sales,Analyst,Manager 32,Enabled,Enabled,E3,2026-07-17
U0250,Employee 250,Operations,Specialist,Manager 32,Enabled,Enabled,E3,2026-07-15
